Player,Pos,Age,MP,Min,90s,Gls,Ast,CrdY,CrdR,xG,Gls/90,Ast/90,xG/90,2CrdY,Fls,Fld,Off,Crs,Int,TklW,Recov,Won%,club
Bruno Nascimento,7,24.0,33,1957.0,21.7,5.0,4.0,2.0,0.0,5.1,0.23,0.18,0.23,0.0,25.0,71.0,22.0,42.0,16.0,21.0,118.0,30.6,famalicao
Alex,2,22.0,19,1477.0,16.4,0.0,0.0,5.0,0.0,0.2,0.0,0.0,0.01,0.0,18.0,18.0,0.0,0.0,17.0,22.0,72.0,70.3,famalicao
Dylan Batubinsika,2,25.0,20,1503.0,16.7,1.0,0.0,4.0,0.0,1.7,0.06,0.0,0.1,0.0,28.0,6.0,0.0,1.0,41.0,14.0,102.0,68.1,famalicao
Diogo Figueiras,2,30.0,15,1268.0,14.1,0.0,2.0,5.0,0.0,0.7,0.0,0.14,0.05,0.0,16.0,5.0,1.0,47.0,18.0,26.0,76.0,33.3,famalicao
Ivan Jaime Pajuelo,7,20.0,18,1264.0,14.0,1.0,2.0,1.0,0.0,2.4,0.07,0.14,0.17,0.0,12.0,42.0,7.0,38.0,11.0,6.0,71.0,38.5,famalicao
João Carlos Teixeira,7,28.0,11,796.0,8.8,2.0,3.0,2.0,0.0,1.3,0.23,0.34,0.15,0.0,12.0,21.0,1.0,11.0,4.0,3.0,48.0,25.0,famalicao
Hernán De La Fuente,5,24.0,19,924.0,10.3,0.0,1.0,5.0,0.0,1.4,0.0,0.1,0.13,0.0,13.0,12.0,2.0,17.0,15.0,14.0,60.0,50.0,famalicao
Heriberto Tavares,7,24.0,16,757.0,8.4,1.0,0.0,2.0,0.0,1.9,0.12,0.0,0.23,0.0,19.0,16.0,2.0,36.0,6.0,11.0,38.0,66.7,famalicao
Marcos Paulo,7,20.0,15,684.0,7.6,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.14,0.0,10.0,8.0,6.0,4.0,5.0,5.0,32.0,27.3,famalicao
Rúben Lima,5,31.0,7,549.0,6.1,1.0,0.0,0.0,0.0,0.1,0.16,0.0,0.02,0.0,4.0,5.0,0.0,22.0,13.0,5.0,21.0,76.5,famalicao
Pedro Brazão,7,18.0,11,375.0,4.2,1.0,1.0,3.0,1.0,0.6,0.24,0.24,0.14,1.0,15.0,5.0,0.0,2.0,2.0,5.0,20.0,50.0,famalicao
Gustavo Assuncao,3,21.0,14,604.0,6.7,0.0,0.0,6.0,0.0,0.3,0.0,0.0,0.04,0.0,20.0,7.0,0.0,1.0,5.0,13.0,44.0,38.5,famalicao
David Tavares,3,22.0,13,448.0,5.0,0.0,0.0,5.0,0.0,0.2,0.0,0.0,0.05,0.0,18.0,12.0,0.0,1.0,3.0,5.0,26.0,100.0,famalicao
Jhonder Cádiz,6,26.0,14,448.0,5.0,1.0,2.0,2.0,0.0,2.3,0.2,0.4,0.47,0.0,12.0,14.0,5.0,3.0,2.0,3.0,10.0,57.4,famalicao
Pedro David Rosendo Marques,7,23.0,11,317.0,3.5,0.0,1.0,0.0,0.0,1.6,0.0,0.28,0.45,0.0,3.0,11.0,0.0,0.0,0.0,1.0,9.0,20.0,famalicao
André Franco,3,23.0,33,2524.0,28.0,11.0,4.0,5.0,1.0,10.2,0.39,0.14,0.36,0.0,23.0,25.0,8.0,113.0,16.0,19.0,127.0,38.5,estoril
Arthur,7,23.0,28,2194.0,24.4,2.0,4.0,5.0,1.0,1.9,0.08,0.16,0.08,1.0,29.0,34.0,13.0,97.0,15.0,19.0,102.0,42.9,estoril
João Gamboa,3,24.0,31,2117.0,23.5,0.0,0.0,8.0,0.0,1.2,0.0,0.0,0.05,0.0,39.0,30.0,0.0,7.0,38.0,11.0,110.0,44.8,estoril
Loreintz Rosier,3,22.0,32,2295.0,25.5,3.0,1.0,6.0,1.0,2.6,0.12,0.04,0.1,1.0,43.0,30.0,5.0,13.0,30.0,33.0,117.0,74.2,estoril
Daniel Leite,1,23.0,24,2160.0,24.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,37.0,50.0,estoril
Nahuel Ferraresi,2,22.0,24,1987.0,22.1,0.0,0.0,8.0,1.0,0.6,0.0,0.0,0.03,0.0,20.0,25.0,0.0,3.0,30.0,22.0,128.0,65.0,estoril
Carles Soria,2,24.0,24,1814.0,20.2,0.0,1.0,4.0,1.0,0.6,0.0,0.05,0.03,0.0,22.0,26.0,2.0,54.0,23.0,14.0,96.0,32.5,estoril
Francisco Geraldes,3,26.0,32,1638.0,18.2,1.0,2.0,8.0,0.0,2.3,0.05,0.11,0.13,0.0,29.0,46.0,4.0,29.0,14.0,14.0,107.0,40.0,estoril
Bernardo Vital,2,20.0,17,1389.0,15.4,1.0,0.0,3.0,1.0,0.3,0.06,0.0,0.02,1.0,19.0,19.0,0.0,0.0,10.0,4.0,59.0,48.2,estoril
Rui Fonte,4,31.0,23,1281.0,14.2,4.0,1.0,3.0,0.0,1.2,0.28,0.07,0.08,0.0,21.0,32.0,1.0,6.0,5.0,8.0,36.0,47.6,estoril
Bruno Lourenço,7,23.0,26,1141.0,12.7,2.0,3.0,7.0,0.0,2.3,0.16,0.24,0.18,0.0,31.0,23.0,8.0,7.0,3.0,3.0,55.0,35.7,estoril
David Bruno,2,29.0,20,1211.0,13.5,0.0,1.0,4.0,0.0,0.1,0.0,0.07,0.01,0.0,14.0,7.0,0.0,45.0,16.0,8.0,82.0,38.9,estoril
Patrick,2,24.0,14,1038.0,11.5,0.0,0.0,2.0,0.0,0.9,0.0,0.0,0.08,0.0,15.0,6.0,1.0,2.0,13.0,12.0,49.0,48.7,estoril
Leonardo Ruíz,4,25.0,21,875.0,9.7,3.0,0.0,4.0,0.0,2.9,0.31,0.0,0.3,0.0,32.0,10.0,7.0,3.0,3.0,3.0,29.0,42.6,estoril
Lucas Áfrico,2,26.0,11,967.0,10.7,0.0,0.0,3.0,0.0,0.3,0.0,0.0,0.02,0.0,17.0,11.0,1.0,0.0,12.0,2.0,37.0,59.5,estoril
Jordi Mboula,7,22.0,13,964.0,10.7,1.0,2.0,1.0,0.0,2.6,0.09,0.19,0.24,0.0,17.0,12.0,5.0,33.0,8.0,4.0,30.0,53.1,estoril
Mosquito,1,25.0,10,900.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,75.0,estoril
Chiquinho,4,21.0,15,838.0,9.3,3.0,1.0,5.0,0.0,1.8,0.32,0.11,0.19,0.0,25.0,34.0,4.0,39.0,5.0,16.0,39.0,33.3,estoril
André Clóvis,4,23.0,23,874.0,9.7,1.0,1.0,0.0,0.0,2.6,0.1,0.1,0.27,0.0,26.0,20.0,12.0,5.0,6.0,2.0,30.0,37.7,estoril
António Xavier,7,29.0,21,652.0,7.2,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.11,0.0,7.0,13.0,2.0,24.0,7.0,6.0,38.0,66.7,estoril
Raul Silva,2,31.0,8,500.0,5.6,0.0,0.0,2.0,1.0,0.1,0.0,0.0,0.01,0.0,13.0,5.0,0.0,0.0,5.0,6.0,23.0,55.0,estoril
Romário Baró,3,21.0,15,385.0,4.3,0.0,0.0,3.0,1.0,0.4,0.0,0.0,0.08,0.0,8.0,18.0,1.0,1.0,2.0,2.0,19.0,63.6,estoril
Paulo Victor Vidotti,1,34.0,30,2699.0,30.0,0.0,1.0,2.0,1.0,0.0,0.0,0.03,0.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,52.0,100.0,maritimo
Cláudio Winck,2,27.0,30,2572.0,28.6,4.0,1.0,10.0,2.0,1.6,0.14,0.03,0.06,1.0,61.0,65.0,3.0,77.0,27.0,40.0,132.0,52.9,maritimo
Vitor Costa,2,27.0,31,2556.0,28.4,0.0,2.0,8.0,0.0,0.7,0.0,0.07,0.02,0.0,45.0,37.0,2.0,61.0,46.0,63.0,169.0,64.4,maritimo
André Vidigal,7,22.0,33,2150.0,23.9,1.0,3.0,6.0,1.0,3.0,0.04,0.13,0.13,1.0,31.0,43.0,12.0,58.0,9.0,16.0,111.0,15.8,maritimo
Rafik Guitane,7,22.0,29,1907.0,21.2,4.0,1.0,3.0,0.0,2.6,0.19,0.05,0.12,0.0,14.0,54.0,1.0,13.0,6.0,12.0,89.0,0.0,maritimo
Diogo Mendes,3,23.0,27,1838.0,20.4,0.0,0.0,6.0,0.0,0.2,0.0,0.0,0.01,0.0,37.0,38.0,0.0,3.0,27.0,22.0,101.0,57.9,maritimo
Iván Rossi,3,27.0,27,1716.0,19.1,0.0,0.0,10.0,0.0,0.4,0.0,0.0,0.02,0.0,48.0,24.0,0.0,2.0,32.0,30.0,95.0,54.2,maritimo
Matheus Costa,2,26.0,23,1900.0,21.1,5.0,0.0,10.0,0.0,2.7,0.24,0.0,0.13,0.0,23.0,19.0,3.0,1.0,24.0,26.0,125.0,64.1,maritimo
Diederrick Joel,4,27.0,24,1521.0,16.9,9.0,0.0,5.0,1.0,8.7,0.53,0.0,0.51,0.0,36.0,25.0,9.0,13.0,8.0,5.0,38.0,38.5,maritimo
Stefano Beltrame,3,28.0,20,1389.0,15.4,1.0,3.0,2.0,0.0,0.9,0.06,0.19,0.06,0.0,11.0,25.0,0.0,56.0,18.0,4.0,94.0,60.0,maritimo
Ali Alipour,4,25.0,34,1797.0,20.0,7.0,1.0,4.0,0.0,7.2,0.35,0.05,0.36,0.0,24.0,36.0,13.0,10.0,2.0,10.0,43.0,47.7,maritimo
Xadas,7,23.0,25,1316.0,14.6,3.0,2.0,4.0,0.0,1.3,0.21,0.14,0.09,0.0,17.0,17.0,2.0,85.0,4.0,14.0,58.0,50.0,maritimo
Edgar Costa,7,34.0,25,1293.0,14.4,1.0,2.0,10.0,0.0,1.3,0.07,0.14,0.09,0.0,29.0,53.0,5.0,79.0,6.0,14.0,74.0,15.4,maritimo
Léo Andrade,2,23.0,21,1286.0,14.3,0.0,1.0,7.0,0.0,0.6,0.0,0.07,0.04,0.0,17.0,6.0,0.0,0.0,20.0,20.0,59.0,59.5,maritimo
Pedro Pelágio,3,21.0,23,997.0,11.1,0.0,1.0,7.0,1.0,0.4,0.0,0.09,0.03,0.0,30.0,26.0,0.0,10.0,13.0,21.0,75.0,46.7,maritimo
Henrique,7,27.0,26,805.0,8.9,2.0,0.0,2.0,1.0,1.8,0.22,0.0,0.2,1.0,18.0,39.0,6.0,10.0,14.0,13.0,40.0,58.8,maritimo
Fábio China,2,29.0,10,574.0,6.4,0.0,0.0,4.0,0.0,0.1,0.0,0.0,0.01,0.0,12.0,15.0,1.0,17.0,9.0,6.0,42.0,40.0,maritimo
Ricardinho,4,20.0,11,463.0,5.1,1.0,0.0,1.0,0.0,1.0,0.19,0.0,0.19,0.0,4.0,10.0,1.0,2.0,1.0,4.0,14.0,46.2,maritimo
Jorge Sáenz,2,24.0,6,397.0,4.4,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.02,0.0,7.0,2.0,0.0,0.0,10.0,4.0,19.0,47.4,maritimo
Clésio Baúque,6,26.0,18,476.0,5.3,0.0,2.0,0.0,0.0,0.2,0.0,0.38,0.03,0.0,3.0,10.0,0.0,15.0,8.0,7.0,31.0,33.3,maritimo
João Miguel Macedo Silva,1,26.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,maritimo
Miguel Sousa,3,22.0,9,281.0,3.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,5.0,12.0,0.0,28.0,0.0,2.0,16.0,100.0,maritimo
Luíz Carlos,3,36.0,31,2605.0,28.9,0.0,2.0,11.0,1.0,0.4,0.0,0.07,0.01,1.0,68.0,53.0,0.0,17.0,28.0,49.0,214.0,42.9,pacos de ferreira
Vitorino Antunes,2,34.0,30,2540.0,28.2,3.0,5.0,11.0,0.0,3.1,0.11,0.18,0.11,0.0,45.0,58.0,0.0,203.0,31.0,29.0,161.0,45.2,pacos de ferreira
Nuno Santos,7,22.0,31,2327.0,25.9,5.0,1.0,8.0,1.0,3.1,0.19,0.04,0.12,1.0,35.0,21.0,1.0,72.0,25.0,9.0,138.0,40.0,pacos de ferreira
Marco Baixinho,2,32.0,26,2184.0,24.3,0.0,1.0,6.0,0.0,0.6,0.0,0.04,0.02,0.0,27.0,9.0,1.0,1.0,45.0,12.0,99.0,47.1,pacos de ferreira
Maracás,2,27.0,24,2067.0,23.0,0.0,0.0,6.0,0.0,1.7,0.0,0.0,0.07,0.0,34.0,7.0,3.0,0.0,53.0,21.0,93.0,48.5,pacos de ferreira
Juan Delgado,6,28.0,31,1973.0,21.9,2.0,0.0,6.0,0.0,1.1,0.09,0.0,0.05,0.0,42.0,57.0,2.0,79.0,19.0,27.0,92.0,45.2,pacos de ferreira
Lucas Silva,7,23.0,33,1896.0,21.1,3.0,0.0,2.0,0.0,4.5,0.14,0.0,0.21,0.0,21.0,46.0,15.0,20.0,15.0,8.0,101.0,45.0,pacos de ferreira
Zé Uilton,6,29.0,33,1889.0,21.0,1.0,2.0,5.0,0.0,2.4,0.05,0.1,0.11,0.0,36.0,31.0,9.0,43.0,22.0,12.0,102.0,45.2,pacos de ferreira
Denílson,4,26.0,30,1813.0,20.1,6.0,1.0,4.0,1.0,6.4,0.3,0.05,0.32,0.0,27.0,61.0,12.0,9.0,3.0,2.0,52.0,40.8,pacos de ferreira
Hélder Ferreira,7,24.0,32,1572.0,17.5,2.0,1.0,9.0,1.0,2.2,0.11,0.06,0.13,0.0,34.0,41.0,4.0,49.0,11.0,13.0,77.0,36.7,pacos de ferreira
Stephen Eustáquio,3,24.0,17,1477.0,16.4,0.0,1.0,2.0,0.0,1.5,0.0,0.06,0.09,0.0,32.0,20.0,1.0,19.0,28.0,23.0,107.0,58.3,pacos de ferreira
Fernando Ferreira Fonseca,2,24.0,24,1492.0,16.6,0.0,0.0,4.0,0.0,0.1,0.0,0.0,0.01,0.0,13.0,22.0,0.0,29.0,27.0,13.0,86.0,45.0,pacos de ferreira
Rui Pires,3,23.0,21,1206.0,13.4,0.0,0.0,5.0,0.0,0.3,0.0,0.0,0.02,0.0,29.0,5.0,0.0,1.0,14.0,18.0,66.0,50.0,pacos de ferreira
Nuno Lima,2,20.0,13,975.0,10.8,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.05,0.0,10.0,12.0,1.0,0.0,13.0,11.0,59.0,64.1,pacos de ferreira
Flávio Ramos,2,27.0,9,786.0,8.7,0.0,0.0,2.0,0.0,0.4,0.0,0.0,0.05,0.0,9.0,6.0,0.0,0.0,11.0,3.0,31.0,55.7,pacos de ferreira
Adrián Butzke,4,22.0,13,580.0,6.4,2.0,1.0,3.0,0.0,1.1,0.31,0.16,0.17,0.0,11.0,9.0,2.0,2.0,1.0,1.0,9.0,51.4,pacos de ferreira
Matchoi Djaló,7,18.0,23,709.0,7.9,1.0,1.0,5.0,0.0,1.1,0.13,0.13,0.14,0.0,22.0,43.0,1.0,23.0,2.0,7.0,27.0,16.7,pacos de ferreira
João Pedro Sousa Silva,7,24.0,15,507.0,5.6,0.0,0.0,2.0,0.0,1.2,0.0,0.0,0.21,0.0,6.0,10.0,5.0,1.0,0.0,1.0,12.0,39.7,pacos de ferreira
Jorge Fernando Santos Silva,2,25.0,7,405.0,4.5,0.0,1.0,1.0,0.0,0.1,0.0,0.22,0.01,0.0,8.0,4.0,0.0,26.0,3.0,4.0,23.0,56.3,pacos de ferreira
Nicolás Gaitán,3,33.0,6,298.0,3.3,2.0,0.0,0.0,0.0,0.4,0.6,0.0,0.13,0.0,5.0,4.0,2.0,7.0,0.0,5.0,11.0,40.0,pacos de ferreira
Luís Alves,2,19.0,6,307.0,3.4,0.0,0.0,2.0,0.0,0.1,0.0,0.0,0.04,0.0,4.0,1.0,0.0,17.0,6.0,6.0,26.0,50.0,pacos de ferreira
Rodrigo Abascal,2,27.0,27,2387.0,26.5,1.0,2.0,9.0,1.0,0.4,0.04,0.08,0.01,1.0,37.0,3.0,3.0,9.0,43.0,45.0,153.0,56.8,boavista
Rafael Bracalli,1,40.0,27,2385.0,26.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,1.0,49.0,100.0,boavista
Petar Musa,4,23.0,27,2310.0,25.7,11.0,3.0,11.0,1.0,9.1,0.43,0.12,0.35,1.0,60.0,33.0,21.0,7.0,4.0,10.0,54.0,53.1,boavista
Gustavo Sauer,7,28.0,26,2297.0,25.5,6.0,4.0,8.0,1.0,4.4,0.24,0.16,0.17,1.0,43.0,76.0,0.0,115.0,9.0,23.0,121.0,26.0,boavista
Nathan,5,19.0,30,2321.0,25.8,0.0,2.0,8.0,1.0,0.3,0.0,0.08,0.01,1.0,33.0,30.0,3.0,34.0,25.0,38.0,153.0,37.3,boavista
Sebastián Pérez Cardona,3,28.0,30,2260.0,25.1,0.0,1.0,12.0,1.0,0.6,0.0,0.04,0.03,0.0,31.0,42.0,0.0,6.0,35.0,31.0,144.0,30.8,boavista
Jackson Porozo,2,20.0,24,2146.0,23.8,0.0,0.0,10.0,1.0,1.5,0.0,0.0,0.06,0.0,25.0,25.0,3.0,0.0,37.0,28.0,127.0,84.7,boavista
Yanis Hamache,5,22.0,25,1842.0,20.5,4.0,5.0,5.0,0.0,3.5,0.2,0.24,0.16,0.0,28.0,11.0,3.0,124.0,22.0,21.0,136.0,52.6,boavista
Reggie Cannon,2,23.0,21,1714.0,19.0,0.0,0.0,4.0,1.0,0.2,0.0,0.0,0.01,0.0,17.0,23.0,0.0,11.0,37.0,30.0,96.0,53.1,boavista
Kenji Gorré,7,26.0,30,1663.0,18.5,4.0,4.0,8.0,0.0,2.5,0.22,0.22,0.14,0.0,29.0,32.0,14.0,32.0,8.0,8.0,82.0,0.0,boavista
Yusupha Njie,7,27.0,27,1565.0,17.4,5.0,1.0,4.0,0.0,4.4,0.29,0.06,0.25,0.0,24.0,65.0,10.0,7.0,4.0,8.0,69.0,23.3,boavista
Javi García,5,34.0,18,1240.0,13.8,1.0,0.0,5.0,0.0,0.5,0.07,0.0,0.04,0.0,22.0,12.0,0.0,0.0,19.0,4.0,33.0,58.3,boavista
Filipe Ferreira,5,30.0,24,1418.0,15.8,0.0,0.0,3.0,0.0,0.1,0.0,0.0,0.0,0.0,22.0,5.0,1.0,43.0,27.0,11.0,87.0,46.7,boavista
Pedro Malheiro,5,20.0,15,891.0,9.9,0.0,0.0,3.0,0.0,0.6,0.0,0.0,0.06,0.0,17.0,4.0,0.0,27.0,30.0,14.0,76.0,46.9,boavista
Ilija Vukotić,3,22.0,20,808.0,9.0,0.0,1.0,5.0,0.0,0.2,0.0,0.11,0.02,0.0,16.0,7.0,0.0,1.0,6.0,5.0,46.0,53.6,boavista
Alireza Beiranvand,1,28.0,8,675.0,7.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,11.0,100.0,boavista
Tiago Ilori,2,28.0,10,507.0,5.6,1.0,0.0,1.0,0.0,0.6,0.18,0.0,0.12,0.0,3.0,1.0,0.0,0.0,15.0,3.0,26.0,57.1,boavista
Luís Santos,5,21.0,14,560.0,6.2,1.0,0.0,1.0,1.0,0.3,0.16,0.0,0.05,0.0,8.0,9.0,0.0,17.0,2.0,12.0,38.0,30.8,boavista
Paul-Georges Ntep,7,29.0,16,503.0,5.6,1.0,1.0,1.0,0.0,2.1,0.18,0.18,0.38,0.0,8.0,12.0,0.0,12.0,1.0,4.0,22.0,11.1,boavista
Tomás Reymão,3,23.0,12,344.0,3.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.0,9.0,4.0,1.0,2.0,8.0,5.0,29.0,37.5,boavista
Tiago Fonseca Morais,7,17.0,13,310.0,3.4,0.0,0.0,1.0,1.0,0.6,0.0,0.0,0.17,0.0,6.0,8.0,0.0,8.0,3.0,1.0,17.0,0.0,boavista
Chidozie Awaziem,2,24.0,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.33,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,16.0,57.1,boavista
Samuel Portugal,1,27.0,30,2700.0,30.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,46.0,100.0,portimonense
Pedrão,2,24.0,28,2501.0,27.8,0.0,0.0,8.0,0.0,1.4,0.0,0.0,0.05,0.0,45.0,26.0,1.0,0.0,53.0,19.0,151.0,62.7,portimonense
Iván Angulo,7,22.0,32,2355.0,26.2,1.0,1.0,4.0,0.0,1.4,0.04,0.04,0.05,0.0,24.0,31.0,10.0,24.0,24.0,23.0,122.0,14.7,portimonense
Carlinhos,3,27.0,31,2287.0,25.4,3.0,1.0,7.0,0.0,2.9,0.12,0.04,0.11,0.0,32.0,37.0,1.0,75.0,16.0,24.0,189.0,42.4,portimonense
Willyan,5,26.0,26,2131.0,23.7,1.0,3.0,12.0,1.0,1.6,0.04,0.13,0.07,0.0,40.0,37.0,1.0,4.0,47.0,30.0,137.0,69.7,portimonense
Lucas Possignolo,2,27.0,25,2059.0,22.9,2.0,0.0,13.0,1.0,0.9,0.09,0.0,0.04,1.0,43.0,10.0,0.0,0.0,53.0,16.0,103.0,51.5,portimonense
Shoya Nakajima,7,26.0,22,1766.0,19.6,1.0,2.0,1.0,0.0,3.7,0.05,0.1,0.19,0.0,6.0,46.0,8.0,58.0,4.0,11.0,87.0,7.7,portimonense
Filipe Relvas,2,21.0,24,1607.0,17.9,0.0,1.0,5.0,1.0,1.2,0.0,0.06,0.07,0.0,22.0,4.0,0.0,24.0,34.0,14.0,78.0,71.3,portimonense
Lucas Fernandes,3,23.0,25,1424.0,15.8,1.0,4.0,6.0,1.0,0.8,0.06,0.25,0.05,1.0,30.0,30.0,1.0,40.0,12.0,7.0,93.0,35.3,portimonense
Fali Candé,2,23.0,16,1310.0,14.6,1.0,2.0,5.0,0.0,0.4,0.07,0.14,0.03,0.0,19.0,28.0,1.0,70.0,5.0,20.0,67.0,63.2,portimonense
Aylton Boa Morte,7,27.0,17,1107.0,12.3,3.0,1.0,2.0,0.0,1.6,0.24,0.08,0.13,0.0,22.0,24.0,11.0,15.0,6.0,6.0,49.0,25.0,portimonense
Pedro Sá,3,27.0,20,1080.0,12.0,1.0,0.0,5.0,2.0,0.5,0.08,0.0,0.04,1.0,18.0,16.0,0.0,1.0,12.0,18.0,61.0,55.9,portimonense
Fabrício dos Santos Messias,7,31.0,26,1331.0,14.8,1.0,0.0,2.0,0.0,2.8,0.07,0.0,0.19,0.0,22.0,13.0,9.0,2.0,2.0,7.0,41.0,54.5,portimonense
Ewerton,3,28.0,15,729.0,8.1,1.0,0.0,3.0,0.0,1.2,0.12,0.0,0.14,0.0,13.0,13.0,0.0,0.0,8.0,10.0,58.0,50.0,portimonense
Anderson,7,23.0,22,1029.0,11.4,1.0,0.0,2.0,0.0,1.8,0.09,0.0,0.16,0.0,14.0,19.0,1.0,12.0,5.0,11.0,71.0,9.1,portimonense
Welinton Júnior,4,28.0,12,835.0,9.3,5.0,1.0,5.0,0.0,4.2,0.54,0.11,0.45,0.0,20.0,25.0,4.0,9.0,6.0,3.0,22.0,28.2,portimonense
Wilinton Aponzá,7,21.0,21,744.0,8.3,1.0,1.0,4.0,0.0,1.6,0.12,0.12,0.2,0.0,25.0,10.0,14.0,3.0,1.0,1.0,18.0,42.9,portimonense
Henrique Jocú,3,19.0,11,594.0,6.6,0.0,0.0,2.0,0.0,0.1,0.0,0.0,0.01,0.0,5.0,7.0,0.0,0.0,3.0,6.0,38.0,58.3,portimonense
Julien Dacosta,5,25.0,11,400.0,4.4,0.0,0.0,4.0,0.0,0.2,0.0,0.0,0.05,0.0,9.0,8.0,1.0,6.0,2.0,7.0,12.0,76.9,portimonense
Luquinha,7,20.0,20,552.0,6.1,1.0,0.0,4.0,0.0,1.4,0.16,0.0,0.22,0.0,7.0,12.0,0.0,37.0,3.0,6.0,33.0,22.2,portimonense
Sana Gomes,2,19.0,8,367.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,4.0,4.0,0.0,8.0,0.0,4.0,22.0,37.5,portimonense
Renato Junior,4,19.0,12,341.0,3.8,0.0,0.0,2.0,0.0,1.4,0.0,0.0,0.37,0.0,11.0,10.0,0.0,1.0,0.0,1.0,13.0,35.7,portimonense
Beto,4,23.0,3,267.0,3.0,2.0,0.0,1.0,0.0,1.3,0.67,0.0,0.45,0.0,5.0,5.0,5.0,3.0,0.0,0.0,9.0,58.8,portimonense
Samu,3,25.0,30,2466.0,27.4,4.0,3.0,7.0,1.0,3.7,0.15,0.11,0.14,1.0,52.0,43.0,5.0,93.0,38.0,36.0,172.0,43.1,vizela
Claudemir de Souza,3,33.0,26,2007.0,22.3,0.0,1.0,7.0,0.0,0.3,0.0,0.04,0.01,0.0,24.0,17.0,4.0,8.0,27.0,15.0,121.0,60.7,vizela
Koffi Kouao,2,23.0,24,1889.0,21.0,2.0,1.0,11.0,1.0,0.8,0.1,0.05,0.04,0.0,35.0,33.0,1.0,67.0,39.0,39.0,137.0,51.6,vizela
Richard Ofori,2,28.0,26,1709.0,19.0,0.0,1.0,9.0,0.0,0.1,0.0,0.05,0.0,0.0,38.0,12.0,1.0,53.0,44.0,27.0,142.0,39.0,vizela
Cassiano,4,32.0,25,1589.0,17.7,7.0,2.0,6.0,1.0,6.8,0.4,0.11,0.39,0.0,41.0,36.0,18.0,19.0,5.0,10.0,31.0,44.8,vizela
Guilherme Schettine,4,25.0,28,1517.0,16.9,8.0,0.0,4.0,1.0,6.9,0.47,0.0,0.41,0.0,24.0,19.0,8.0,11.0,6.0,9.0,48.0,30.4,vizela
Christian Neiva Afonso,2,26.0,25,1789.0,19.9,0.0,3.0,8.0,0.0,1.3,0.0,0.15,0.07,0.0,34.0,17.0,2.0,107.0,32.0,36.0,119.0,56.4,vizela
Marcos Paulo,3,33.0,25,1694.0,18.8,3.0,0.0,4.0,0.0,2.5,0.16,0.0,0.13,0.0,23.0,26.0,4.0,22.0,14.0,17.0,93.0,55.8,vizela
Nuno Gonçalo Moreira,4,22.0,30,1688.0,18.8,1.0,1.0,3.0,1.0,3.6,0.05,0.05,0.19,0.0,35.0,47.0,7.0,97.0,20.0,17.0,98.0,32.4,vizela
Pedro José Moreira Silva,1,24.0,18,1620.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,23.0,100.0,vizela
Anderson Jesus,2,26.0,17,1530.0,17.0,0.0,0.0,4.0,0.0,0.5,0.0,0.0,0.03,0.0,11.0,6.0,0.0,1.0,28.0,11.0,58.0,58.1,vizela
Alexis Méndez,7,20.0,26,1451.0,16.1,1.0,0.0,7.0,0.0,1.0,0.06,0.0,0.06,0.0,25.0,15.0,1.0,69.0,13.0,12.0,101.0,23.7,vizela
Bruno Wilson,2,24.0,17,1422.0,15.8,1.0,0.0,5.0,0.0,1.8,0.06,0.0,0.11,0.0,36.0,10.0,0.0,2.0,23.0,11.0,60.0,57.0,vizela
Ivanildo Fernandes,2,25.0,17,1362.0,15.1,0.0,0.0,2.0,1.0,0.6,0.0,0.0,0.04,0.0,20.0,4.0,0.0,1.0,11.0,13.0,73.0,60.7,vizela
Mohamed Aidara,2,24.0,18,1350.0,15.0,1.0,0.0,1.0,0.0,1.2,0.07,0.0,0.08,0.0,19.0,7.0,0.0,2.0,23.0,8.0,68.0,54.9,vizela
